loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,is_default,grade_encoded,emp_length_num,fico_score,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months
17265,17265, 60 months,27.68,711.16,D,D3,7 years,RENT,22724.57537191184,Not Verified,Default,home_improvement,6.3385186628417,0,605,609,11,0,33573,55.0,27,f,Individual,1,0.0,1,4,7,607.0,False,True,False,False,False,False,True,False,False,True
24459,24459, 60 months,22.46,939.93,D,D3,,OWN,39210.5393844187,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,36.50774592695935,0,738,742,7,0,8361,59.9,9,f,Individual,4,1.0,1,4,0,740.0,False,True,False,False,False,True,False,True,False,True
21673,21673, 36 months,28.15,898.23,F,F1,< 1 year,RENT,110657.95308037646,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,14.179898415640723,0,796,800,14,0,36837,7.1,18,w,Individual,2,0.0,1,6,0,798.0,True,False,False,False,False,False,True,True,False,False
32056,32056, 36 months,25.29,1279.46,B,B3,6 years,RENT,27657.6987363702,Not Verified,Default,credit_card,39.244737600299366,0,673,677,11,0,31215,91.0,19,f,Individual,0,0.0,1,2,6,675.0,False,False,False,False,False,False,True,False,False,False
11614,11614, 36 months,25.71,466.14,A,A3,8 years,MORTGAGE,94346.51731605902,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,12.073722671455831,0,639,643,15,0,2578,12.7,20,w,Joint App,1,1.0,1,1,8,641.0,False,False,True,False,True,False,False,False,False,False
12415,12415, 60 months,19.24,456.59,C,C1,< 1 year,RENT,30601.66283146499,Not Verified,Default,home_improvement,13.87094874489977,0,727,731,7,0,24664,32.7,14,w,Individual,0,0.0,1,3,0,729.0,False,True,False,False,False,False,True,False,False,True
28155,28155, 36 months,12.65,943.91,C,C5,6 years,MORTGAGE,77016.65483868092,Verified,Charged Off,home_improvement,21.961897193035085,0,635,639,10,0,28054,31.8,26,f,Individual,3,0.0,1,3,6,637.0,False,True,False,False,True,False,False,False,True,False
21964,21964, 36 months,10.44,713.26,C,C5,2 years,RENT,223025.1277693017,Verified,Fully Paid,other,28.117502686941425,0,702,706,16,1,9531,71.0,28,w,Individual,1,0.0,0,3,2,704.0,False,False,False,True,False,False,True,False,True,False
37252,37252, 36 months,13.18,1258.4,C,C2,< 1 year,RENT,80426.89824209205,Not Verified,Fully Paid,other,20.42326127154924,0,778,782,14,0,46095,65.4,29,f,Individual,4,0.0,0,3,0,780.0,False,False,False,True,False,False,True,False,False,False
8832,8832, 36 months,20.71,331.43,B,B5,9 years,RENT,54391.413153959096,Source Verified,Default,credit_card,17.31357860525658,0,646,650,13,0,44447,10.6,32,f,Individual,2,0.0,1,2,9,648.0,False,False,False,False,False,False,True,True,False,False
30275,30275, 60 months,9.32,967.25,C,C4,4 years,MORTGAGE,55218.90568496667,Not Verified,Fully Paid,debt_consolidation,23.90304422104209,0,697,701,12,1,37327,18.5,29,f,Individual,3,0.0,0,3,4,699.0,True,False,False,False,True,False,False,False,False,True
19901,19901, 36 months,11.47,655.97,C,C4,1 year,RENT,93337.80974430517,Verified,Charged Off,credit_card,38.54044113154357,0,744,748,9,0,28960,33.7,27,w,Individual,0,0.0,1,3,1,746.0,False,False,False,False,False,False,True,False,True,False
39148,39148, 36 months,16.7,1389.89,B,B2,3 years,RENT,72899.06246149419,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,38.66831986795108,0,625,629,20,0,14260,68.4,38,f,Individual,3,0.0,1,2,3,627.0,True,False,False,False,False,False,True,True,False,False
27918,27918, 60 months,10.83,911.75,C,C3,8 years,MORTGAGE,68390.02917134784,Verified,Fully Paid,major_purchase,16.481567600243814,1,780,784,16,1,33365,88.6,34,w,Individual,0,0.0,0,3,8,782.0,False,False,True,False,True,False,False,False,True,True
24540,24540, 36 months,19.72,908.5,C,C2,< 1 year,ANY,47359.54139025534,Verified,Charged Off,home_improvement,28.80555243641536,1,726,730,9,0,23893,33.4,12,f,Individual,4,0.0,1,3,0,728.0,False,True,False,False,False,False,False,False,True,False
16580,16580, 36 months,28.08,686.53,B,B1,7 years,RENT,70618.94924776843,Verified,Default,credit_card,30.26693039470324,0,647,651,20,0,47336,52.3,25,w,Individual,0,0.0,1,2,7,649.0,False,False,False,False,False,False,True,False,True,False
29917,29917, 36 months,23.7,1169.02,B,B2,< 1 year,MORTGAGE,24440.009609930545,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,27.869599489147472,1,626,630,16,0,5768,38.5,28,w,Individual,2,0.0,1,2,0,628.0,True,False,False,False,True,False,False,False,True,False
27318,27318, 36 months,21.66,1038.49,B,B2,1 year,RENT,44399.657431184605,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,8.955358897897305,2,645,649,24,0,19619,57.0,43,f,Individual,1,0.0,1,2,1,647.0,False,False,True,False,False,False,True,True,False,False
15179,15179, 36 months,19.57,560.79,A,A4,9 years,RENT,146453.23086021407,Not Verified,Default,credit_card,23.88164780844144,0,666,670,18,0,12336,61.5,32,w,Individual,1,0.0,1,1,9,668.0,False,False,False,False,False,False,True,False,False,False
17251,17251, 60 months,17.2,616.76,C,C1,1 year,RENT,92595.2146037578,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,31.71380626653748,1,722,726,19,0,33616,51.6,32,f,Individual,1,0.0,1,3,1,724.0,False,True,False,False,False,False,True,True,False,True
24493,24493, 36 months,9.66,786.42,D,D1,2 years,RENT,56129.65615069733,Not Verified,Default,major_purchase,12.028334476878282,3,746,750,24,0,6191,40.0,42,w,Individual,1,0.0,1,4,2,748.0,False,False,True,False,False,False,True,False,False,False
25466,25466, 36 months,27.37,1044.72,B,B2,8 years,MORTGAGE,34680.66286367961,Not Verified,Charged Off,other,17.187309063561976,0,671,675,10,0,47880,84.2,20,w,Individual,1,1.0,1,2,8,673.0,False,False,False,True,True,False,False,False,False,False
35206,35206, 36 months,11.21,1156.1,A,A1,2 years,MORTGAGE,163910.08608540168,Source Verified,Charged Off,home_improvement,12.133015364722851,0,680,684,24,0,45515,77.2,36,f,Individual,1,0.0,1,1,2,682.0,False,True,False,False,True,False,False,True,False,False
24624,24624, 36 months,7.28,763.47,G,G1,4 years,MORTGAGE,43855.36200852154,Not Verified,Does not meet the credit policy. Status:Charged Off,other,36.04249940595423,0,664,668,16,0,49695,94.9,23,f,Individual,4,0.0,1,7,4,666.0,False,False,False,True,True,False,False,False,False,False
31564,31564, 60 months,23.75,1234.21,B,B5,5 years,MORTGAGE,37086.84975080693,Source Verified,Default,major_purchase,35.048606561888946,0,670,674,9,0,4659,42.1,23,w,Individual,2,0.0,1,2,5,672.0,False,False,True,False,True,False,False,True,False,True
27412,27412, 36 months,9.39,876.68,A,A1,< 1 year,RENT,65313.30618108493,Source Verified,Default,major_purchase,10.922109211403695,3,635,639,11,0,12619,8.5,23,w,Individual,2,0.0,1,1,0,637.0,False,False,True,False,False,False,True,True,False,False
32990,32990, 36 months,14.3,1132.33,B,B3,,MORTGAGE,45697.70436829878,Not Verified,Charged Off,other,31.61925821745834,0,666,670,13,0,29242,63.6,29,f,Individual,2,0.0,1,2,0,668.0,False,False,False,True,True,False,False,False,False,False
18156,18156, 36 months,5.71,549.96,D,D1,< 1 year,MORTGAGE,21879.436699971764,Not Verified,Fully Paid,debt_consolidation,17.739162374844128,1,682,686,24,0,48584,75.5,36,w,Individual,1,0.0,0,4,0,684.0,True,False,False,False,True,False,False,False,False,False
28064,28064, 36 months,8.43,885.0,B,B4,8 years,RENT,29128.31420409533,Verified,Fully Paid,major_purchase,29.01598443223198,0,769,773,13,0,7634,89.3,18,f,Individual,3,0.0,0,2,8,771.0,False,False,True,False,False,False,True,False,True,False
30711,30711, 36 months,9.33,981.33,C,C5,< 1 year,MORTGAGE,54230.89291011121,Not Verified,Charged Off,credit_card,22.267885112460693,0,666,670,4,0,17067,5.9,15,w,Individual,1,0.0,1,3,0,668.0,False,False,False,False,True,False,False,False,False,False
35106,35106, 36 months,6.36,1073.73,B,B4,4 years,MORTGAGE,34051.979945276784,Not Verified,Fully Paid,credit_card,21.519262706093848,1,697,701,15,0,33131,84.2,26,w,Individual,0,0.0,0,2,4,699.0,False,False,False,False,True,False,False,False,False,False
21589,21589, 36 months,21.42,818.03,A,A4,< 1 year,RENT,27550.491217533272,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,35.844968433189,1,668,672,11,0,44755,51.5,20,w,Individual,1,0.0,1,1,0,670.0,False,False,True,False,False,False,True,False,False,False
28736,28736, 60 months,25.93,1156.72,B,B3,8 years,MORTGAGE,28775.86668222406,Source Verified,Default,other,27.29374929512068,0,776,780,11,0,42136,38.7,13,f,Individual,1,0.0,1,2,8,778.0,False,False,False,True,True,False,False,True,False,True
25975,25975, 36 months,14.33,891.93,D,D5,< 1 year,RENT,54561.45211627441,Verified,Does not meet the credit policy. Status:Charged Off,other,13.251877996784284,2,636,640,10,0,42594,25.0,15,w,Individual,0,0.0,1,4,0,638.0,False,False,False,True,False,False,True,False,True,False
12214,12214, 60 months,26.86,497.72,C,C2,5 years,RENT,56135.39606098798,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,8.876563518883081,1,645,649,10,0,40129,78.3,15,f,Individual,3,0.0,1,3,5,647.0,False,True,False,False,False,False,True,False,True,True
35581,35581, 60 months,10.33,1153.62,A,A1,3 years,OWN,91147.00121351422,Source Verified,Does not meet the credit policy. Status:Charged Off,other,37.66923950539803,1,655,659,18,0,30828,37.7,27,w,Individual,1,0.0,1,1,3,657.0,False,False,False,True,False,True,False,True,False,True
25195,25195, 36 months,13.13,850.5,B,B3,6 years,MORTGAGE,32821.27440695487,Not Verified,Fully Paid,debt_consolidation,10.36850830383801,0,718,722,15,0,6691,59.4,32,f,Individual,2,0.0,0,2,6,720.0,True,False,False,False,True,False,False,False,False,False
32127,32127, 36 months,8.77,1018.19,C,C3,< 1 year,MORTGAGE,54588.36970283895,Not Verified,Default,debt_consolidation,30.692676517404863,2,662,666,19,0,24105,51.1,34,w,Individual,0,0.0,1,3,0,664.0,True,False,False,False,True,False,False,False,False,False
10141,10141, 36 months,20.51,379.52,D,D2,< 1 year,RENT,42811.7841104209,Source Verified,Charged Off,credit_card,22.354733099648627,0,677,681,19,0,43455,28.7,22,w,Individual,1,0.0,1,4,0,679.0,False,False,False,False,False,False,True,True,False,False
33884,33884, 36 months,15.5,1182.91,B,B3,8 years,MORTGAGE,78879.62325915643,Verified,Default,major_purchase,9.902288395981886,1,629,633,5,0,25424,75.9,8,f,Individual,0,0.0,1,2,8,631.0,False,False,True,False,True,False,False,False,True,False
29885,29885, 60 months,20.33,1115.67,C,C2,5 years,MORTGAGE,60388.68613703029,Source Verified,Default,credit_card,32.18294626566009,0,695,699,17,0,27767,31.8,23,w,Individual,0,0.0,1,3,5,697.0,False,False,False,False,True,False,False,True,False,True
7708,7708, 36 months,24.04,302.57,B,B2,3 years,MORTGAGE,71079.61058892746,Source Verified,Default,major_purchase,36.65695876534686,0,662,666,19,0,25785,75.9,23,f,Individual,2,0.0,1,2,3,664.0,False,False,True,False,True,False,False,True,False,False
23375,23375, 36 months,18.64,852.59,B,B2,1 year,RENT,110861.80881401405,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,9.25273126121018,1,714,718,17,0,28979,41.9,27,w,Individual,1,0.0,1,2,1,716.0,False,False,False,False,False,False,True,False,False,False
20088,20088, 36 months,20.69,753.62,A,A3,8 years,RENT,66113.02990628431,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,7.348108982810742,0,708,712,9,1,40001,7.7,16,w,Individual,3,0.0,1,1,8,710.0,False,False,True,False,False,False,True,True,False,False
15014,15014, 36 months,28.38,624.12,D,D2,,OWN,103579.20323865264,Source Verified,Default,major_purchase,34.744748295974986,0,675,679,21,0,24577,74.1,36,f,Individual,1,0.0,1,4,0,677.0,False,False,True,False,False,True,False,True,False,False
8273,8273, 36 months,12.48,276.68,B,B3,< 1 year,RENT,31102.38543133167,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,22.533370363358404,2,753,757,13,0,18658,85.9,23,f,Individual,2,1.0,1,2,0,755.0,False,False,False,False,False,False,True,True,False,False
35881,35881, 60 months,13.98,1225.98,D,D5,< 1 year,MORTGAGE,28858.619662068264,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,28.60873399594651,0,622,626,18,0,15874,15.8,26,f,Individual,0,1.0,1,4,0,624.0,False,True,False,False,True,False,False,False,False,True
36486,36486, 36 months,22.94,1411.22,D,D2,6 years,RENT,116084.17849030312,Not Verified,Charged Off,debt_consolidation,20.45181180348947,0,712,716,21,0,36380,57.7,36,f,Individual,0,0.0,1,4,6,714.0,True,False,False,False,False,False,True,False,False,False
17541,17541, 60 months,20.28,654.39,D,D3,2 years,MORTGAGE,68875.82911374874,Verified,Default,other,19.434988975209,0,747,751,12,0,6204,11.5,20,f,Joint App,1,0.0,1,4,2,749.0,False,False,False,True,True,False,False,False,True,True
13712,13712, 36 months,9.46,438.98,B,B3,1 year,OWN,80663.21583717366,Verified,Fully Paid,debt_consolidation,15.488069732773305,0,701,705,19,0,43159,79.7,30,f,Individual,1,0.0,0,2,1,703.0,True,False,False,False,False,True,False,False,True,False
14168,14168, 36 months,14.4,486.99,B,B3,1 year,OWN,107445.20426464,Verified,Default,other,24.702485450769014,0,645,649,19,0,13580,93.9,22,w,Individual,0,0.0,1,2,1,647.0,False,False,False,True,False,True,False,False,True,False
8551,8551, 36 months,16.7,303.59,F,F1,8 years,OWN,41001.58949905578,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,10.593276769701603,0,758,762,5,0,26644,49.5,12,w,Individual,3,0.0,1,6,8,760.0,False,False,True,False,False,True,False,False,False,False
17297,17297, 36 months,15.48,603.68,D,D1,,RENT,44006.37078361059,Verified,Default,credit_card,30.10307694049802,0,794,798,18,0,22122,33.2,24,f,Individual,0,1.0,1,4,0,796.0,False,False,False,False,False,False,True,False,True,False
32128,32128, 36 months,9.46,1028.55,D,D2,< 1 year,RENT,90262.92697640751,Source Verified,Fully Paid,credit_card,24.23004122409664,0,748,752,22,0,22965,81.1,29,f,Joint App,1,0.0,0,4,0,750.0,False,False,False,False,False,False,True,True,False,False
7832,7832, 60 months,28.11,324.43,A,A5,9 years,RENT,50377.3210047964,Verified,Default,other,34.66322961145876,1,650,654,14,0,27780,51.9,30,w,Individual,1,0.0,1,1,9,652.0,False,False,False,True,False,False,True,False,True,True
33483,33483, 60 months,24.06,1314.69,B,B2,< 1 year,OWN,45333.15844325082,Source Verified,Default,credit_card,37.23549387674456,0,766,770,11,0,7304,45.4,24,w,Individual,4,0.0,1,2,0,768.0,False,False,False,False,False,True,False,True,False,True
27063,27063, 36 months,17.03,965.27,D,D4,3 years,RENT,31729.798428175567,Verified,Default,credit_card,36.52053672944904,0,662,666,13,0,16353,25.5,26,w,Joint App,1,0.0,1,4,3,664.0,False,False,False,False,False,False,True,False,True,False
27963,27963, 36 months,22.0,1067.92,A,A4,4 years,RENT,93609.53176564007,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,26.04308201149779,0,668,672,9,0,22258,60.4,13,w,Individual,0,0.0,1,1,4,670.0,False,False,False,False,False,False,True,False,False,False
18422,18422, 36 months,27.43,756.34,C,C5,,OWN,45622.1923984752,Source Verified,Charged Off,debt_consolidation,16.155700678460057,0,619,623,22,0,16994,59.6,32,w,Individual,4,0.0,1,3,0,621.0,True,False,False,False,False,True,False,True,False,False
37920,37920, 60 months,8.4,1195.28,B,B5,2 years,RENT,92993.93068413092,Source Verified,Fully Paid,credit_card,17.50093743722523,0,718,722,6,0,25385,28.7,23,f,Individual,0,0.0,0,2,2,720.0,False,False,False,False,False,False,True,True,False,True
16156,16156, 36 months,11.26,530.92,A,A5,7 years,MORTGAGE,76669.56159388843,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,27.838762249079743,0,622,626,21,0,45833,24.0,29,w,Individual,4,0.0,1,1,7,624.0,False,True,False,False,True,False,False,False,False,False
16108,16108, 60 months,18.57,586.96,B,B1,8 years,MORTGAGE,120170.7083714531,Source Verified,Charged Off,other,29.918848542218058,0,769,773,11,0,5318,44.5,25,w,Individual,1,0.0,1,2,8,771.0,False,False,False,True,True,False,False,True,False,True
36845,36845, 36 months,24.98,1464.56,B,B1,1 year,MORTGAGE,25713.779074704697,Verified,Default,debt_consolidation,10.644993726737887,0,730,734,24,0,49015,45.6,40,f,Individual,0,0.0,1,2,1,732.0,True,False,False,False,True,False,False,False,True,False
7800,7800, 36 months,5.91,236.97,A,A4,6 years,MORTGAGE,14268.916205056066,Not Verified,Fully Paid,debt_consolidation,39.928226784950496,1,626,630,12,0,29395,16.6,22,w,Individual,0,0.0,0,1,6,628.0,True,False,False,False,True,False,False,False,False,False
7610,7610, 60 months,29.6,321.39,C,C5,< 1 year,MORTGAGE,143922.64205133068,Source Verified,Default,major_purchase,8.762608465561954,0,690,694,8,0,11363,29.8,26,f,Individual,2,0.0,1,3,0,692.0,False,False,True,False,True,False,False,True,False,True
17067,17067, 36 months,16.37,603.15,B,B3,10+ years,RENT,99289.78616487829,Not Verified,Default,major_purchase,26.24822830586554,2,679,683,8,0,44812,19.4,18,f,Individual,0,0.0,1,2,10,681.0,False,False,True,False,False,False,True,False,False,False
38872,38872, 36 months,13.98,1328.18,B,B4,6 years,MORTGAGE,35872.716751492924,Source Verified,Fully Paid,credit_card,23.585829300388845,0,751,755,18,0,14461,86.1,20,f,Individual,2,0.0,0,2,6,753.0,False,False,False,False,True,False,False,True,False,False
15728,15728, 36 months,12.32,524.8,E,E5,8 years,OWN,39698.72424871895,Source Verified,Default,debt_consolidation,25.684586225402292,0,608,612,5,0,33173,11.7,14,w,Individual,1,0.0,1,5,8,610.0,True,False,False,False,False,True,False,True,False,False
34566,34566, 36 months,9.36,1104.99,C,C3,10+ years,MORTGAGE,61293.70837259288,Not Verified,Default,debt_consolidation,23.681770221775704,0,729,733,16,0,46602,84.1,34,w,Individual,3,0.0,1,3,10,731.0,True,False,False,False,True,False,False,False,False,False
34783,34783, 36 months,24.79,1379.11,B,B5,8 years,RENT,54119.48086074655,Source Verified,Default,credit_card,7.026854300653156,0,733,737,15,0,37742,52.5,20,f,Individual,0,1.0,1,2,8,735.0,False,False,False,False,False,False,True,True,False,False
25583,25583, 36 months,28.89,1070.54,D,D2,6 years,MORTGAGE,42956.521977433935,Verified,Default,other,39.8573896683234,0,670,674,6,0,32537,64.9,9,w,Individual,0,0.0,1,4,6,672.0,False,False,False,True,True,False,False,False,True,False
25238,25238, 60 months,15.34,879.09,E,E3,6 years,RENT,39199.60575727116,Verified,Fully Paid,debt_consolidation,39.34469644019832,0,678,682,8,0,44892,88.1,10,w,Individual,1,0.0,0,5,6,680.0,True,False,False,False,False,False,True,False,True,True
